"period_type","start_date","end_date","salesman_fio","chif_fio","sales_count","sales_sum","max_overcharge_item","max_overcharge_percent"
week,2018-11-12,2018-11-18,"1096","1096",1,500192,Раствор кладочный М150 Пк3,29.58
week,2018-11-12,2018-11-18,"1061","1061",1,2441472,Раствор кладочный М100 Пк3,224.66
week,2018-11-12,2018-11-18,"1001","1001",1,619164,Раствор М150 Пк3,66.89
week,2018-11-12,2018-11-18,"1075","1075",1,2590528,"Мелкозернистый бетон БСМ B25 П3,П4",199.83
week,2018-11-12,2018-11-18,"1074","1074",1,57231,Доставка,72.80
week,2018-11-12,2018-11-18,"1094","1094",1,52854,Формовка,48.80
week,2018-11-12,2018-11-18,"1081","1081",1,839466,БСТ B25 П4 F1200 W10,68.57
week,2018-11-12,2018-11-18,"1086","1086",1,879715,БСТ B40 П5 F1300 W14,63.21
week,2018-11-12,2018-11-18,"1055","1055",1,614298,"Мелкозернистый бетон БСМ B25 П3,П4",42.20
week,2018-11-12,2018-11-18,"1068","1068",1,465447,"БСТ B 7,5 П3,П4",17.54
week,2018-11-12,2018-11-18,"1031","1031",1,59219,Доставка,78.80
week,2018-11-12,2018-11-18,"1076","1076",1,587250,"БСТ B12,5 П3,П4",44.29
week,2018-11-12,2018-11-18,"1099","1099",1,695304,"БСТ B12,5 П3,П4",70.84
week,2018-11-12,2018-11-18,"1065","1065",2,1428055,Пусковая смесь,57.42
week,2018-11-12,2018-11-18,"1048","1048",1,448448,Раствор кладочный М150 Пк3,16.18
week,2018-11-12,2018-11-18,"1023","1023",1,3533280,БСТ B60 П5 F1300 W20,192.01
week,2018-11-12,2018-11-18,"1059","1059",1,538106,"Мелкозернистый бетон БСМ B25 П3,П4",24.56
week,2018-11-12,2018-11-18,"1038","1038",1,502518,"БСТ B 7,5 П3,П4",26.90
week,2018-11-12,2018-11-18,"1091","1091",1,2297856,Раствор кладочный М100 Пк3,205.57
week,2018-11-12,2018-11-18,"1036","1036",1,638928,"БСТ B12,5 П3,П4",56.98
week,2018-11-12,2018-11-18,"1078","1078",1,565920,БСТ B25 П4 F1150 W8,23.83
week,2018-11-12,2018-11-18,"1054","1054",1,601260,Раствор М200 Пк3,57.81
week,2018-11-12,2018-11-18,"1007","1007",1,704776,"Мелкозернистый бетон БСМ B25 П3,П4",63.14
week,2018-11-12,2018-11-18,"1082","1082",1,541157,"Мелкозернистый бетон БСМ B22,5 П3,П4",29.77
week,2018-11-12,2018-11-18,"1097","1097",1,534480,БСТ B25 П4 F1150 W8,16.95
week,2018-11-12,2018-11-18,"1079","1079",1,233696,Доставка,252.80
week,2018-11-12,2018-11-18,"1047","1047",2,1273012,БСТ B25 П4 F1200 W10,41.42
week,2018-11-12,2018-11-18,"1027","1027",2,1200460,БСТ B35 П5 F1300 W12,27.69
week,2018-11-19,2018-11-25,"1024","1024",1,468380,"Мелкозернистый бетон БСМ B 7,5 П3,П4",23.91
week,2018-11-19,2018-11-25,"1038","1038",1,752308,БСТ B40 П5 F1300 W14,39.57
week,2018-11-19,2018-11-25,"1079","1079",1,54052,Доставка,63.20
week,2018-11-19,2018-11-25,"1005","1005",1,477804,"БСТ B 7,5 П3,П4",20.66
week,2018-11-19,2018-11-25,"1090","1090",1,691680,БСТ B25 П4 F1150 W8,51.35
week,2018-11-19,2018-11-25,"1071","1071",1,664962,БСТ B30 П4 F1200 W10,30.90
week,2018-11-19,2018-11-25,"1092","1092",1,764442,БСТ B40 П5 F1300 W14,41.83
week,2018-11-19,2018-11-25,"1068","1068",1,38405,Упаковка европалет,26.00
week,2018-11-19,2018-11-25,"1074","1074",2,925211,БСТ B45 П5 F1300 W16,57.20
week,2018-11-19,2018-11-25,"1091","1091",1,683641,БСТ B30 П4 F1150 W10,44.84
week,2018-11-19,2018-11-25,"1027","1027",1,662448,БСТ B45 П5 F1300 W16,18.51
week,2018-11-19,2018-11-25,"1017","1017",1,648324,"БСТ B12,5 П3,П4",59.29
week,2018-11-19,2018-11-25,"1048","1048",1,695304,"БСТ B12,5 П3,П4",70.84
week,2018-11-19,2018-11-25,"1019","1019",1,53122,Дегидрация,63.20
week,2018-11-19,2018-11-25,"1023","1023",1,671442,"Мелкозернистый бетон БСМ B25 П3,П4",55.43
week,2018-11-19,2018-11-25,"1094","1094",2,1042603,БСТ B25 П4 F1150 W8,22.69
week,2018-11-19,2018-11-25,"1028","1028",1,43476,Формовка,22.40
week,2018-11-19,2018-11-25,"1059","1059",2,2849574,Раствор кладочный М150 Пк3,194.91
week,2018-11-19,2018-11-25,"1041","1041",1,60526,Формовка,70.40
week,2018-11-19,2018-11-25,"1046","1046",1,38405,Упаковка европалет,26.00
week,2018-11-19,2018-11-25,"1047","1047",1,785918,БСТ B30 П4 F1150 W10,66.51
week,2018-11-19,2018-11-25,"1063","1063",2,4553268,Раствор М200 Пк3,203.67
week,2018-11-19,2018-11-25,"1096","1096",1,594366,"БСТ B22,5 П4 F1100 W6",33.87
week,2018-11-19,2018-11-25,"1020","1020",1,699960,БСТ B30 П4 F1200 W10,37.79
week,2018-11-19,2018-11-25,"1089","1089",1,688776,БСТ B35 П5 F1200 W12,42.60
week,2018-11-19,2018-11-25,"1081","1081",1,672192,"БСТ B15 П3,П4",62.37
week,2018-11-19,2018-11-25,"1086","1086",1,444157,"Мелкозернистый бетон БСМ B15 П3,П4",12.16
week,2018-11-19,2018-11-25,"1054","1054",1,526500,Раствор М150 Пк3,41.91
week,2018-11-19,2018-11-25,"1076","1076",1,583040,Раствор М200 Пк3,53.03
week,2018-11-19,2018-11-25,"1031","1031",1,555710,Раствор М200 Пк3,45.86
week,2018-11-19,2018-11-25,"1011","1011",2,1274925,БСТ B60 П5 F1300 W20,36.62
week,2018-11-26,2018-12-02,"1005","1005",1,564303,"БСТ B 7,5 П3,П4",42.50
week,2018-11-26,2018-12-02,"1092","1092",2,565815,Раствор М150 Пк3,39.64
week,2018-11-26,2018-12-02,"1038","1038",1,188560,Фасовка,197.60
week,2018-11-26,2018-12-02,"1064","1064",1,788710,БСТ B40 П5 F1300 W14,46.33
week,2018-11-26,2018-12-02,"1079","1079",1,715254,"БСТ B22,5 П4 F1100 W6",61.09
week,2018-11-26,2018-12-02,"1097","1097",1,39917,Фасовка,26.00
week,2018-11-26,2018-12-02,"1042","1042",2,1431593,БСТ B45 П5 F1300 W16,55.87
week,2018-11-26,2018-12-02,"1003","1003",1,650512,БСТ B45 П5 F1300 W16,16.37
week,2018-11-26,2018-12-02,"1087","1087",1,2456424,БСТ B25 П4 F1200 W10,146.63
week,2018-11-26,2018-12-02,"1019","1019",1,59219,Доставка,78.80
week,2018-11-26,2018-12-02,"1023","1023",1,2165952,"БСТ B15 П3,П4",161.59
week,2018-11-26,2018-12-02,"1016","1016",1,849380,БСТ B40 П5 F1300 W14,57.58
week,2018-11-26,2018-12-02,"1074","1074",1,685032,"БСТ B22,5 П4 F1100 W6",54.29
week,2018-11-26,2018-12-02,"1062","1062",1,900162,Пусковая смесь,44.03
week,2018-11-26,2018-12-02,"1008","1008",1,735738,БСТ B35 П5 F1200 W12,52.33
week,2018-11-26,2018-12-02,"1068","1068",1,42526,Доставка,28.40
week,2018-11-26,2018-12-02,"1007","1007",1,676204,"Мелкозернистый бетон БСМ B25 П3,П4",56.53
week,2018-11-26,2018-12-02,"1033","1033",1,475776,Раствор М100 Пк3,31.79
week,2018-11-26,2018-12-02,"1063","1063",1,46460,Формовка,30.80
week,2018-11-26,2018-12-02,"1056","1056",1,573156,"БСТ B12,5 П3,П4",40.82
week,2018-11-26,2018-12-02,"1059","1059",3,1561312,БСТ B25 П4 F1150 W8,214.40
week,2018-11-26,2018-12-02,"1089","1089",2,1152996,"БСТ B15 П3,П4",54.47
week,2018-11-26,2018-12-02,"1040","1040",1,772264,БСТ B35 П5 F1200 W12,59.89
week,2018-11-26,2018-12-02,"1001","1001",1,509534,"Мелкозернистый бетон БСМ B25 П3,П4",17.95
week,2018-11-26,2018-12-02,"1032","1032",1,1992480,"Мелкозернистый бетон БСМ B15 П3,П4",151.58
week,2018-11-26,2018-12-02,"1052","1052",1,2935740,БСТ B60 П5 F1300 W20,142.62
week,2018-11-26,2018-12-02,"1091","1091",1,58424,Доставка,76.40
month,2018-12-01,2018-12-31,"1077","1077",2,1271866,БСТ B35 П5 F1200 W12,53.52
month,2018-12-01,2018-12-31,"1094","1094",2,1328824,БСТ B35 П5 F1300 W12,40.67
month,2018-12-01,2018-12-31,"1052","1052",1,692982,БСТ B25 П4 F1200 W10,39.15
month,2018-12-01,2018-12-31,"1031","1031",3,2072730,БСТ B25 П4 F1200 W10,59.52
month,2018-12-01,2018-12-31,"1004","1004",6,2560793,БСТ B30 П4 F1200 W10,63.20
month,2018-12-01,2018-12-31,"1074","1074",6,4343731,"Мелкозернистый бетон БСМ B 7,5 П3,П4",231.18
month,2018-12-01,2018-12-31,"1085","1085",1,416019,"БСТ B 7,5 П3,П4",5.06
month,2018-12-01,2018-12-31,"1087","1087",5,6800210,Пусковая смесь,146.63
month,2018-12-01,2018-12-31,"1016","1016",2,907804,БСТ B40 П5 F1300 W14,76.40
month,2018-12-01,2018-12-31,"1091","1091",2,926577,БСТ B35 П5 F1300 W12,76.40
month,2018-12-01,2018-12-31,"1063","1063",2,1449839,БСТ B35 П5 F1300 W12,54.32
month,2018-12-01,2018-12-31,"1040","1040",1,706959,БСТ B50 П5 F1300 W18,22.95
month,2018-12-01,2018-12-31,"1038","1038",1,188560,Фасовка,197.60
month,2018-12-01,2018-12-31,"1043","1043",2,980322,"БСТ B 7,5 П3,П4",37.30
month,2018-12-01,2018-12-31,"1009","1009",6,2997325,БСТ B50 П5 F1300 W18,212.00
month,2018-12-01,2018-12-31,"1023","1023",1,749320,БСТ B25 П4 F1150 W8,63.96
month,2018-12-01,2018-12-31,"1032","1032",2,1313958,БСТ B30 П4 F1150 W10,47.12
month,2018-12-01,2018-12-31,"1099","1099",1,475728,Раствор кладочный М100 Пк3,26.52
month,2018-12-01,2018-12-31,"1002","1002",1,874950,БСТ B30 П4 F1200 W10,72.23
month,2018-12-01,2018-12-31,"1090","1090",2,1666521,БСТ B60 П5 F1300 W20,57.81
month,2018-12-01,2018-12-31,"1008","1008",2,3392634,Раствор кладочный М100 Пк3,253.31
month,2018-12-01,2018-12-31,"1046","1046",1,54132,Формовка,52.40
month,2018-12-01,2018-12-31,"1062","1062",2,1276125,"БСТ B20 П3,П4",56.02
month,2018-12-01,2018-12-31,"1007","1007",1,845100,БСТ B25 П4 F1200 W10,69.70
month,2018-12-01,2018-12-31,"1030","1030",1,811296,БСТ B25 П4 F1200 W10,62.91
month,2018-12-01,2018-12-31,"1071","1071",1,885782,БСТ B40 П5 F1300 W14,64.34
month,2018-12-01,2018-12-31,"1092","1092",2,1020347,Раствор М150 Пк3,39.64
month,2018-12-01,2018-12-31,"1027","1027",2,1030128,БСТ B35 П5 F1200 W12,24.24
month,2018-12-01,2018-12-31,"1081","1081",2,2512692,Раствор М100 Пк3,180.06
month,2018-12-01,2018-12-31,"1097","1097",2,690556,БСТ B25 П4 F1200 W10,58.40
month,2018-12-01,2018-12-31,"1064","1064",1,485724,"Мелкозернистый бетон БСМ B25 П3,П4",12.44
month,2018-12-01,2018-12-31,"1048","1048",3,3188953,Раствор М200 Пк3,146.28
month,2018-12-01,2018-12-31,"1022","1022",2,3145436,БСТ B35 П5 F1300 W12,139.13
month,2018-12-01,2018-12-31,"1056","1056",2,1476921,БСТ B35 П5 F1200 W12,62.05
month,2018-12-01,2018-12-31,"1037","1037",2,622338,"БСТ B15 П3,П4",66.80
month,2018-12-01,2018-12-31,"1015","1015",2,2700970,"Мелкозернистый бетон БСМ B 7,5 П3,П4",143.31
month,2018-12-01,2018-12-31,"1068","1068",1,904579,БСТ B35 П5 F1300 W12,72.96
month,2018-12-01,2018-12-31,"1057","1057",2,712178,БСТ B25 П4 F1150 W8,70.40
month,2018-12-01,2018-12-31,"1024","1024",3,4450658,БСТ B25 П4 F1200 W10,214.51
month,2018-12-01,2018-12-31,"1066","1066",5,3230923,БСТ B35 П5 F1300 W12,67.16
month,2018-12-01,2018-12-31,"1019","1019",1,427455,Раствор М100 Пк3,18.41
month,2018-12-01,2018-12-31,"1089","1089",4,1933963,"БСТ B15 П3,П4",69.20
month,2018-12-01,2018-12-31,"1054","1054",5,1925671,БСТ B45 П5 F1300 W16,62.37
month,2018-12-01,2018-12-31,"1033","1033",3,1843062,Пусковая смесь,31.79
month,2018-12-01,2018-12-31,"1098","1098",2,1517256,БСТ B60 П5 F1300 W20,52.44
month,2018-12-01,2018-12-31,"1086","1086",2,1380330,БСТ B25 П4 F1200 W10,60.65
month,2018-12-01,2018-12-31,"1076","1076",1,536820,"БСТ B15 П3,П4",29.67
month,2018-12-01,2018-12-31,"1045","1045",2,1328160,"БСТ B15 П3,П4",69.49
month,2018-12-01,2018-12-31,"1042","1042",2,3671900,"БСТ B22,5 П4 F1100 W6",215.38
month,2018-12-01,2018-12-31,"1078","1078",1,2315808,Раствор кладочный М100 Пк3,207.95
month,2018-12-01,2018-12-31,"1073","1073",3,1635678,БСТ B30 П4 F1200 W10,58.46
month,2018-12-01,2018-12-31,"1100","1100",1,740956,БСТ B35 П5 F1200 W12,53.41
month,2018-12-01,2018-12-31,"1047","1047",1,478275,Раствор М200 Пк3,25.53
month,2018-12-01,2018-12-31,"1011","1011",2,1444977,БСТ B50 П5 F1300 W18,68.03
month,2018-12-01,2018-12-31,"1003","1003",3,1707071,БСТ B45 П5 F1300 W16,51.36
month,2018-12-01,2018-12-31,"1075","1075",1,740662,БСТ B35 П5 F1300 W12,41.62
month,2018-12-01,2018-12-31,"1020","1020",2,1174247,БСТ B30 П4 F1200 W10,52.39
month,2018-12-01,2018-12-31,"1065","1065",1,664812,БСТ B25 П4 F1200 W10,33.50
month,2018-12-01,2018-12-31,"1005","1005",2,1060183,"БСТ B 7,5 П3,П4",42.50
month,2018-12-01,2018-12-31,"1079","1079",1,431172,Раствор М100 Пк3,19.44
month,2018-12-01,2018-12-31,"1035","1035",2,643150,"Мелкозернистый бетон БСМ B25 П3,П4",51.20
month,2018-12-01,2018-12-31,"1096","1096",2,3104594,"БСТ B20 П3,П4",182.51
month,2018-12-01,2018-12-31,"1017","1017",6,6719770,"Мелкозернистый бетон БСМ B22,5 П3,П4",161.84
month,2018-12-01,2018-12-31,"1084","1084",4,3173968,Пусковая смесь,60.96
month,2018-12-01,2018-12-31,"1083","1083",2,208850,Упаковка европалет,173.60
month,2018-12-01,2018-12-31,"1041","1041",1,745173,БСТ B50 П5 F1300 W18,29.60
month,2018-12-01,2018-12-31,"1001","1001",3,1866375,БСТ B45 П5 F1300 W16,31.18
month,2018-12-01,2018-12-31,"1070","1070",2,3404558,БСТ B30 П4 F1150 W10,205.64
month,2018-12-01,2018-12-31,"1006","1006",2,4176759,Пусковая смесь,181.35
